Transaction Hash,Original Gas Used,"EVMPatch (Success, Gas Used, Error)","SmartShield (Success, Gas Used, Error)","Elysium (Success, Gas Used, Error)"
0x26c017354c7301381dc9ba33f2a63007be209ab27f7c1be344e544b5a68697dd,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x19362250e6b668fb3bb000546aeb1380fe35ecc5f051b0152b717a194442f597,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x85dab84e2d6ccbde422d7d373c36e0b663514412606da954ab3b506a9f412bec,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4e8978bc6f8e8f3a96402ff66b0b8ad6130ab848177a653ecae262ab23f69cfc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9b7ccd014607df1400ea03e66ba9bd67a09dd71a8c54e1960711855a29a87b93,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x20ea6ff25e496eea65374a54bef36fdf244f6ef5d57ff6ea0959bbd0814aafc2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa1568c0db729c6f394bf8afaa26c95d3ae77294c32c24bc984d246961dd78fbb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x574c264a4d58c4189d2beacd1e569f20bf6c00da7d093cbf36a6cf9e56535a42,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x77eb98ef73973b6bd7dd488f98b612b5d634667f7403f937c6ffc89264985dd4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7398c938209ac5f4106afa9f1cc04535e3abf3ecf3f7483355609c3a39cade6c,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xcc05a1d7e1fac786678b34e541cc7f6105a2bbe73682eebb37cdc7e5131d9948,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf4e7dbab96ca681861699f8eed9e7e74a198ae338a163d4c63c5a0e247bd2ff2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2310bcd870dd560d2eda117a16c9c8aa0869c1fe432ee1586bdc5e9ec1d02455,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb45fc9f45a8c506b1e845a8f0323d1c244af1eaff00869eb637b615027693bbc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x978411d6c936909bd4792477945743976cc4106254615a85b313f1d9e56b8397,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb2e51a87e3efd9f05f423e1166785b17ad7e9522d137a7bd03a1a2b63a1934c4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x35da13cbe36805113519543833f3a6b5adbab0105ec40332e2f11a4deed70568,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe45ddad81417395f23c7c6c6ee6902c68b3684d7d15591cda4bf0d7bdc146f49,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x78ed10c912a34f6da38cd2c7c5e47511f7f11e4e8e6ccda166eb6c61a1513c46,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf124d9c2edcd4fd1f52ac3acd12883ddf353c94540d7033fd5de97aece42047e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7ecef040173f5815287eb8d7c4174d38dccf0169ec705dd1e8b418724bbdbfd1,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6fadfa4123cac4f21bc81fdef644e5b07e2d6541a725f3fdef754264954eb022,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa6f1ee07e86ec06f03d0151e4c5b4514a4cce9516441b1526b017b9002868875,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb31168e4d2dc069197ed323d0205d0d502d0a34c8b03969de9cd698bf8fc5390,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8ca404424641ff3a803e4ca2c6a72391c8f4924f4c26a70bec2cdc9d4b6f0253,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc58ed3f1c82c5abd68fd03cbc1e85c4bfccd45b1cdfb8f336ebb7d09954c52a2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2fe0c2a7d2c9fe1301b0837179d9eca6627148b8c8c0e34cac948f4dbefa4302,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x35e893b9aa8af05f8f3ed1616b5f896305b63abc4704dc93aec0a099d788e483,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x51e9d16538eba211559b24a7921f876de6925fe326dab25ca2e65d329a7a7d74,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcc44a4f7a56646e78c8195aaf526df78c09e17ad165318aa3180ce2400590122,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc9275a7de7738905b0ebdf6c30dd465bd3ff0659e801562d6f719706cca63dc3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcee1015f7223d079e842064fadbfb5bcfd945663271628116f85d3dcf52c537a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x84e5d61cf17555480bb7b9f0dedca1f27244ac0aacbe8443ef8530a0fd57eca6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x96d0f31fa8b450641b3945cb8da5298b8656604641ed912a35259bcdd7f90e64,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x495c3cd136607e77de4116f451e031235b620425bc33345deb3fc7154d230c9c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd6bc43ea4c8827fbea84604c7c24d0a3bfb32fb95931680f14d180ee9cebfeb6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0cb883a1d276a4ad3bb887d3a8e98bcf918edd241b665be56e72152236c71ad2,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x987a12498b74d398daeed0f11c4e547328979ebebc16881a8d01795932c2eff2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2d842b7ef817357ab0c510dd7b28c1d06087b0856e1a64f1eb85a9fed3cff204,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb5800f61a561e6ba21f299956df1cafdb15ff1caa3cd75221ddc28393ed7fafe,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x782b49000bf97bd951b8108e5b789fc4e1ac5633fb0b04f7940c1b3ad873ae39,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5bfe2c12397dafa23be0e244354c04aa3f5da0b79cca63cd614271e56d434c3b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x668afb06ee25c31eab9fa439e813d05f9c56329cb6871353253d960e41769dde,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x75b0d0ac7a50a9d80b33ebecb181dfb3a333df30456fad082ca02f33805fc507,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5de74873e0b3cb94df8ee26a9e0377a2a01103aa0d126754f8d89742e2d1a5eb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x73de28d8be84ad3ecaf3cb4ece34b6df5fafa56ceb4157e93737c07b3ce0e90f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3eb07b5bf98f6b5d5e6fa410caa076cd8cc7fa834d94fbd8e41f3dfea2580e77,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x723a805a0dbd0b9a5ed4ed4195c2fc3910117f42e2e1d08c25f8f97650511b42,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x100ff1634b384fe197b2c8b5c9ec4d55a1d3c7886af46d162c69c90376fde290,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6bd5a9652f0e90a88edc38dbbaa96d86c6a97b1a5501011338e63636ab0464a5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xee54ba5a81c1ffb4a79aa5b8618d41b893ff28dc0cf9cfa0dcc5d6152a139f35,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6212b06dd878d4b72142322403ff79631c27dcbf1b11906ef9b0038a5dcfcfdb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8a3a82ce67795c515bb949c64bb44155829a134a9bc92b8c80b4ff11d533db4b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9d397f48ae098f80e49a11a3590ff8483fe884795863e34ce21bed3432f9606d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa8201b412e7e102c4b31aa53d5dd0d46fc163a21859d89ff3e1919af6079bfa5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe3478b0f03a2f573d2db029cfbbd5067de9a7dd2133c594b9487b5ec427675bb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9e100c8579af57a25b5227d3fda9268a85152ae674e86c2b8ecee8951029c4f5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc6b605e346e201bef180e47f5ae59533e93f1c748875c792414166dd29599068,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x17756f14b268e01b612606aeccf9f178cc8bedaa511a9ef79345feaab6003a6d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8db4f6ee4dd9474be8b40b54deabc5bbbcd2a6ec9c698dda8f643c58fa47d63a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf0fc538602135e00c632d413eba602df530f0eb0b5bdf1cd0c22ecfc0d99a7f5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x128b9beb49f1dec4d86636b4f444181c4a51237e922f870ae098959b0190d2a4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x411ec32173301a4e06dafc229b7f9c41bc2b7c9d09fbd505089480b4a4fdbcc9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbf7bf5b48ade38860130716303c373658cef896bd65b633d264cfb99935b25b9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4261ee8701a9371f27bbf9211c34a22e01e3042d8762413830acfda807164a23,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1caf815824f5e153bdb1a7022d2f4f12477c4ef19e38d606d3e9c3b82702c267,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x40759e8b7bebb0a8f601e6b16213a1e3675c3c2a1911e5cd72a08fee56a5f12c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x89f453f0455e96d59bba6d4ca7e2a02eab5f7594ea9546d77767a523d0d463da,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x122ba36801913421bc86ab8bf0802b38617dc263167249c078f8882eb16cb813,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2c9930d0fe54d116cc8c91251065897a04717860ec185fcb23cd1bbafb5719b2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf4eb58e0d2ebcd0b3675ae01a3c1ca01e586536861addc3f58e5dc9d0a552234,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1e21654afe874192e47a14a1db888a255b96c50189d25453af90754ada9d5950,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdf5766e563ef1aaf0cf4d859128dd755f1feeb11fe1bd32dee3de75fe6cf8e06,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7c8dfda7dff4990f4715853452ea02e70dd519595fcee0c99bcc64f790e038f8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa36ad47ea263456e808e790dd9ec9cacbc3b6a211c02a37958b506d455b3c152,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4621b8ae5a16da13439cb0d80538178f53d125f838759b130022086949508e07,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe1878d511c7c81da4fad803fdad78c2970aa9c14c625b77ad777b56c269e19dc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x325201661b5c8af19e04b3bd098f66ff1b630cffccf08a6b084805fad553be9f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x46e5972fee55e4aa24ebf11a68e0f6ddaf8164fd3fee15a63c4725662bdfe91b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf1ad01ae5e9ae812eb55a7e3016a70aef5886b5caed61ea5b21f8a7376a6d985,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa6978b9d823da10b5044d7929caf8600fa3bcc046496577eb5cbaae7bbfad3eb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb02854b45b10ebc9f92ad8de823a76ad720e31aac84675a9b0cf56dfef39f40d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4da7656861367703412f9bdb0fb48ae18fb4cc37c7fe6d2094262e7464fe7611,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfa8f5d2f9972f09e4d145165c4473ad898f6d09893f6795e832e89bb8130caaf,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5c09f3bcc96c9ea699142209c49a6c15d2cc0c55fa22f8d217fd46f6df8ed29c,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x6333663e8dfc39dd3cc9a751ee16b12063d164847185686133ed06790eff9d4c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa7413420d8b18f7a6f5a19f60ad12b71504ab1ff23dc985aaacb53ca804c0014,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf55a324936f7e680ec4ac78f8ca02e1c3c23e3ac4173752679a914b52b7491a9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd77def40561b05caaa18488f90be5f2d332e01e9501711a559cd7c337d31d6ae,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x54f21a7dbee21917b9856538cc3b4776a80c3819870b7c873a82be63923c529e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbfc8d90f7638f0e4aa7aaafaeb265a52a7e72bd4dcbcc86885fbb8a4ecb16b9a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4fb66d70222e4095fcaac101ace9c2d4ef818795374c4e5febe92c201a3127fc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf1ebc1071df2fb45e5c9bd1a5b324814889567c44092db9acdd5a3dce4d4d35f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x717b9812aabc0522e482e189e64ad4fb7f51d29c82b97cd0c3b9597384d15856,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4025115482fc9f3df51843b6a164670f1a26dfe0be3209fbf8073bf7db46ac7a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x99b1478784a9b901a48754a17834562549992eded66dba008e692aaf827a9664,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x474ddc5cac2f5649a55503e7922621c818378b26bf0ae251847eff5626cae44f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1bc199d4ebb7e62129f017898d4918a760bf2c88018f7a26316174f903bd96ec,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x64ecbfbcd77ccb19fa98c17c5e2e47ea3d43f15cf0bb32d09561768c09689e33,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x217ded34a7aab4886dbf393a2d116981f0e8474df0dce18d24d7b2ba1eb31f8e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfa1bedf2c59057383d093a2a7c7d61a8e67cb6b954f70d280d74d950a8d15764,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x85a9e42cdd09a656f6968b82ea0033eb126cdba8e4fa27c9db0dd40d91a2492d,40915,"(False, 40915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0xd2285357535156fb536dd287698e36e98ef972007223a9d4c9b758e3219da2e6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdb88e0a1455617c3324517756819f890344dc3abc765270964198ee8f216f501,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x70f1ec1a1a42639fd410e2e353df4e462ba0910bc50585c1b979a4bc0c515830,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2d767da6321e283b9688ef50f4ac59fe1842c8b82fc352c875ebad4fffcada56,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x2fc0f6746df2aa378fde25706fddba0223666b8c9a8ade52729de198e6edcdb2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x705db136af6e716feb54fa24cf6b30b9f54bb75897b1de42fd9e3b8f59164cea,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x499ecc1c1970c852188abf7c4a0d507b828d465efea2d4a8f4c81f9eee247eab,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x903b7741dcca92be7d5ad8c2887b5532f78418aa3d71a4918a9cedf7153ec723,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x27cf568e472ae63cb7c36cf258c0af241bae0e37b592b5dfdaf1af74540a6e2d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4381265691a88ec1a75335e6b2053eae8470d34fc1549fb713cbb8ea5b7f9b0c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x08f91cb626ef1c54ff25319a152b369adc486a36a743b0bf06dfccf3e2c0ad0f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x68848e81dbfae43874268dfba61b764b1ac5b9ef0eb377481632f3a07d32751b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb414f536f7a160f15a5efcae47310da4a58349fd1535e8e0756b7b255413c5f4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfd45d452532bfe8b083aca8c98264f48773cac6e96207a58d366d3a9db35c937,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfff0c457e6f0d648883995f9ed174d14d6a65960d99510239f4f9b53d9b24b15,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x46769d401a0f1067bbdc5f6092234553b29c1cf4e89e2f1d494196881c1e2e3e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2901b75a087338dedc1e947188e4794ee354eca097dcc733375df82a4b7cc6b8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb960ccf6dfcb4b9efc200533c452891612b7a57365eb719189383f8b1da17ef6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcb770174bcd7f1077fbf99c1d97bf5fbbdf89d5ea1226a9394acca21b9031d21,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf75c39f0a86fc92758828e12f68c91af0272cf677e2c2d7248ec0e1975832b7d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb8106356dc21d988efe99831119f124d18a189c6eecd818033a7e041e383fcd2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3fa995b5f99f62893e2dc8b9b83785b2931a1c8cc51c66e9d8bdffddd81848bd,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xabb1769c77dbf3b6381f0779b4a8629bc927b035e802384f13d8957895bec79a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2c4bb57cd5b909dc88ea1cdc5d7b2cc4b6a80fa551dd511d698c66d02d7b579b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7ee42f903fb3ed350b993f437e1e95df23b6ae83a976672721c875d7f10f3d7b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x47bad2d0436012d5a8b1a7d5390117a3d5a6136eafb3135ee343fcce720af745,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa14c4910197469a29fc1291d4c09cc2f0718265a3e5b1988f9471f03c2b2f012,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0998bdeb0b40e2f1ffdb5145bff8293da598ed9275706c62531f5996f540c33a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd3a300d74df781233dfffc68ca99cea7cf1cc5d2a0f98d7f1037cbfba3278173,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xef376858af89fecb2ba2ecb6feb29d4dc094be8e81a5ce9f874bbdd879a275b6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8cb455d750415725e08e13bff5897ea95747486f345fe8132e65976f2449a716,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd73d67a78ed2af400ab7902d586602bd223f562bbad9aa30e869fd7a2cc02d9b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5a07cf67ab1f73f80b8109b0bf8046e4578a157bd49eae39e44c67b4be7471d2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9722cc02e4061e653b013afce32e7bdabe52d4bcc616a61c288f6236b2d066cb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4a89493000fa2a67a97abcba8d653ad62f2890d9571ceb9ed61715d74c382044,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd49f4b9d07e0cd8796261a7fed4131caa85b7570286b7c609739235117c19919,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8203a33ca199b80dab6cbe092563d13f1935f0dedd6a7bb7d5471f037c168679,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2b13597353f7e6c848c6429d9a2a9d979f9a8bbb41e6c47279f3176688a6c1fa,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfe3fa4fa7baad19adddadacfd3358565a7f67453bbf6d73eab33035ca0cc2fea,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x062135b30576630be3bd1d255e6d5c05bb9e79b876ef9c00e7f9315ada245126,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x68e9e20c2ddb025c0e08645c404d60f70330f9618c05ceff39d35b346d44fed9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfd8996fb71a5ea8cd63cab823e1616ba0966eceab4427fa523c3be2aebd46483,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4fe2545010d1317380862fb5c45eddc34d180939ba1e9cd73b3332867b89fd70,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xadb6ccf53c4e4b99bcefa190e5228792799858af54107c1f836c8c696ead4302,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x86bc5c4828cb918e467701e66d8521d01337682c865818591b65fbeabd37de80,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc1d62f5639141b65403b6c7bac1fb75a6eb7a32ddeb39de130bbba042b7debc1,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfe233a2c63300dbb870a0902ccdcbdb22dca12b1735165df59493ef51c61daf1,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8822c80f02cee1f9d6a82f0bb25bae255caa12cbe28d1515cf7191ddccd5a936,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
